state,year,vehicle_segment,ice_vehicle_registrations,ev_vehicle_registrations
Telangana,2023,2W,74766,10224
Punjab,2023,3W,47653,7379
Delhi,2018,4W,21810,4472
Karnataka,2019,4W,115580,6222
Jharkhand,2020,2W,78037,25169
Telangana,2019,3W,83671,10721
Odisha,2020,2W,52682,10419
Madhya Pradesh,2017,3W,76020,18484
Kerala,2022,2W,34391,9894
Karnataka,2020,2W,67892,16583
Maharashtra,2023,4W,58326,2928
Punjab,2024,2W,62989,5326
Bihar,2016,4W,68759,16831
Kerala,2018,3W,112363,22512
Odisha,2016,3W,63784,8602
Rajasthan,2020,4W,97766,28706
Uttar Pradesh,2018,2W,70307,11772
Chhattisgarh,2019,4W,57451,11529
Uttar Pradesh,2019,4W,108705,0
Tamil Nadu,2017,4W,87664,10951
Jharkhand,2020,2W,10163,2148
Rajasthan,2018,4W,77314,16772
Rajasthan,2020,2W,39019,15362
Maharashtra,2017,4W,83319,12138
Chhattisgarh,2022,4W,125725,30831
Karnataka,2024,3W,104986,31109
Punjab,2020,4W,17852,6193
Jharkhand,2017,2W,69580,14510
Odisha,2023,2W,107684,11712
Telangana,2019,2W,89537,22947
Haryana,2016,2W,78744,18068
Haryana,2016,3W,31822,1934
Chhattisgarh,2023,4W,45494,9877
Tamil Nadu,2017,3W,192286,39665
Madhya Pradesh,2021,4W,75563,13113
West Bengal,2016,3W,109498,27526
Delhi,2023,3W,45596,12844
Chhattisgarh,2016,4W,79282,20764
Assam,2018,2W,20030,491
Madhya Pradesh,2017,2W,97905,0
Uttar Pradesh,2018,2W,91693,19605
Kerala,2020,4W,84370,18186
Maharashtra,2016,2W,87965,19769
Rajasthan,2020,2W,67811,12057
Bihar,2024,2W,167881,49304
Bihar,2017,3W,98364,21564
Delhi,2018,2W,58172,11790
Telangana,2017,3W,72592,19934
Jharkhand,2024,3W,52546,0
Delhi,2017,2W,63188,15776
West Bengal,2018,4W,153764,43444
Madhya Pradesh,2019,2W,50642,8006
Bihar,2022,2W,51471,8303
Maharashtra,2022,4W,53081,827
Odisha,2024,2W,93337,18626
West Bengal,2016,3W,74877,16070
Punjab,2022,2W,140999,27030
Punjab,2022,4W,68647,18302
Punjab,2022,4W,30744,7850
Karnataka,2021,4W,56763,5581
Gujarat,2021,2W,83298,28923
Odisha,2016,3W,57636,15864
Delhi,2024,2W,91334,3736
Tamil Nadu,2021,3W,107487,10466
Rajasthan,2024,4W,35894,3620
Maharashtra,2019,2W,58187,13918
Odisha,2022,3W,58043,19116
Karnataka,2016,2W,86635,9369
Telangana,2020,4W,54966,11146
Assam,2016,4W,19111,0
Delhi,2020,2W,53455,12987
Chhattisgarh,2016,3W,85374,15552
Madhya Pradesh,2016,3W,73582,0
Delhi,2020,3W,70244,174
Uttar Pradesh,2017,2W,105050,18817
Chhattisgarh,2020,2W,77304,16997
Bihar,2024,2W,89683,18227
Bihar,2017,4W,90437,10951
Gujarat,2020,3W,39937,8552
Kerala,2020,2W,123388,34690
Tamil Nadu,2024,3W,73573,17746
Bihar,2019,4W,66797,14591
West Bengal,2019,4W,61765,11985
Haryana,2023,4W,140078,36034
Kerala,2023,3W,124956,12827
Kerala,2016,2W,59417,10459
Punjab,2019,2W,96702,15389
Chhattisgarh,2024,3W,110399,13794
West Bengal,2016,3W,120804,33442
Uttar Pradesh,2019,3W,46525,11086
Assam,2021,3W,73279,20655
Telangana,2020,2W,63873,13484
Kerala,2016,2W,96371,0
Uttar Pradesh,2024,2W,23591,4548
Haryana,2023,4W,76207,21457
Karnataka,2024,3W,86779,4591
Bihar,2021,4W,89848,9429
Delhi,2024,2W,73111,9438
Gujarat,2022,3W,90456,3420
Haryana,2018,4W,46392,0
Rajasthan,2020,4W,144317,11561
Delhi,2023,3W,54084,3488
Gujarat,2022,2W,60666,8259
Maharashtra,2022,4W,98435,19449
Delhi,2023,3W,89847,10861
Gujarat,2022,3W,77801,23476
Delhi,2022,3W,79312,16700
Bihar,2020,4W,19104,4425
Haryana,2020,3W,87733,27087
West Bengal,2024,4W,2583,470
West Bengal,2021,2W,76139,14285
Jharkhand,2022,3W,60828,12154
Kerala,2018,4W,100663,18423
Kerala,2018,3W,70736,11113
West Bengal,2019,2W,67855,12366
Punjab,2021,4W,57918,0
Madhya Pradesh,2021,2W,120079,260
Odisha,2016,2W,75770,3571
Karnataka,2020,4W,70660,5716
Jharkhand,2020,4W,77901,7254
Kerala,2024,4W,40236,8367
Odisha,2024,4W,119110,25190
Odisha,2022,3W,82305,5877
Haryana,2016,4W,76474,16910
Haryana,2023,2W,59385,15814
Tamil Nadu,2024,2W,77653,16425
Delhi,2022,3W,63917,8120
Chhattisgarh,2022,4W,85398,18308
Assam,2018,2W,89159,6597
Odisha,2023,3W,56674,9830
Bihar,2021,4W,22937,6419
Chhattisgarh,2017,2W,88095,15796
Haryana,2021,3W,57155,14701
Tamil Nadu,2020,4W,70344,25680
Uttar Pradesh,2017,4W,90303,2337
Kerala,2021,4W,100317,12256
Odisha,2018,4W,62847,9472
Kerala,2024,2W,74535,14906
Chhattisgarh,2019,3W,101291,22294
Uttar Pradesh,2016,4W,56652,2234
Delhi,2021,4W,54151,11398
Karnataka,2022,2W,104363,36982
Maharashtra,2020,4W,37903,6907
Assam,2016,3W,71414,9571
West Bengal,2017,4W,82404,12309
Maharashtra,2016,2W,70250,7689
Uttar Pradesh,2023,4W,90111,25200
Telangana,2024,4W,127239,15463
Gujarat,2019,3W,46608,6891
Delhi,2018,2W,53174,14730
Chhattisgarh,2024,2W,53645,9736
Maharashtra,2017,2W,37917,5274
Uttar Pradesh,2024,3W,83963,27456
Bihar,2022,2W,57436,12119
Maharashtra,2021,2W,15866,845
Madhya Pradesh,2021,3W,53756,6669
Uttar Pradesh,2016,3W,91107,21598
Delhi,2017,3W,29903,6782
Rajasthan,2023,4W,44682,15964
West Bengal,2016,2W,87517,16539
Madhya Pradesh,2022,4W,72801,12402
Karnataka,2023,2W,78170,8172
Madhya Pradesh,2019,2W,100483,20157
Karnataka,2018,4W,100563,16844
Uttar Pradesh,2021,2W,98483,9641
Bihar,2020,3W,185002,18980
Telangana,2023,2W,64710,17461
Madhya Pradesh,2022,4W,115072,10821
Madhya Pradesh,2022,3W,28197,952
West Bengal,2023,2W,48273,4590
Madhya Pradesh,2017,2W,73128,20220
Uttar Pradesh,2021,3W,110454,12415
Uttar Pradesh,2016,3W,94231,24655
West Bengal,2024,3W,120158,18926
Delhi,2021,4W,55726,13837
West Bengal,2021,3W,123460,14928
Tamil Nadu,2017,3W,136459,47108
Haryana,2024,2W,70118,1155
West Bengal,2019,3W,60091,8298
Kerala,2021,2W,93937,585
Odisha,2016,3W,150913,61470
Maharashtra,2021,2W,56270,0
Madhya Pradesh,2018,2W,72883,15712
Rajasthan,2020,4W,118337,28911
Gujarat,2024,3W,71877,0
Bihar,2019,2W,93231,23989
Haryana,2021,2W,68594,13750
West Bengal,2022,4W,83990,12480
Rajasthan,2020,3W,43192,8945
Chhattisgarh,2019,2W,35320,11056
Bihar,2018,4W,50897,11302
Telangana,2023,4W,55921,11781
Haryana,2024,2W,71497,16158
West Bengal,2024,2W,54089,522
Gujarat,2017,4W,69364,9537
Chhattisgarh,2017,4W,32663,3383
Telangana,2022,2W,27571,5073
Gujarat,2020,2W,66549,11580
West Bengal,2017,4W,155840,29355
Uttar Pradesh,2019,3W,88971,20931
Rajasthan,2017,2W,73586,8346
Assam,2021,4W,104100,28673
Kerala,2019,2W,9741,1522
Kerala,2017,2W,67550,7835
Kerala,2018,4W,114981,13673
West Bengal,2020,3W,103615,12229
West Bengal,2023,4W,65459,16045
Gujarat,2020,2W,55536,8667
Maharashtra,2021,4W,44571,3730
Haryana,2022,2W,99328,22911
Bihar,2019,3W,43340,2331
Haryana,2017,2W,154031,16612
Kerala,2017,3W,51500,11499
Madhya Pradesh,2016,3W,54352,7367
Karnataka,2018,3W,104400,28379
Rajasthan,2020,2W,71696,21950
West Bengal,2016,4W,73289,10847
Kerala,2018,4W,77413,10938
Madhya Pradesh,2023,4W,93395,18700
Chhattisgarh,2020,3W,54352,10326
Haryana,2016,2W,61347,7007
Kerala,2016,4W,73415,20100
Karnataka,2019,4W,85881,25657
Delhi,2016,3W,124452,20979
Rajasthan,2021,4W,59442,5543
Tamil Nadu,2022,4W,85948,22222
West Bengal,2019,3W,125077,5169
Chhattisgarh,2017,3W,105309,29399
Odisha,2023,3W,150741,28786
Chhattisgarh,2023,4W,76735,1571
Karnataka,2019,3W,54385,3376
Chhattisgarh,2018,3W,47457,3921
Rajasthan,2016,4W,31796,5196
Assam,2020,2W,89401,22253
Assam,2018,4W,74989,20887
Madhya Pradesh,2024,3W,109868,2338
Madhya Pradesh,2016,2W,69739,3363
Haryana,2021,3W,48584,9309
Tamil Nadu,2019,4W,74212,23720
Kerala,2018,2W,139416,30031
Jharkhand,2023,2W,72292,11490
Madhya Pradesh,2016,4W,77733,17948
Bihar,2018,4W,56091,13019
Haryana,2020,2W,70827,19808
Gujarat,2019,3W,119057,41397
Delhi,2024,3W,73534,2876
Uttar Pradesh,2018,4W,27705,4017
Bihar,2022,2W,35773,346
Delhi,2020,2W,67744,5143
Haryana,2023,2W,99023,36475
Karnataka,2016,3W,71605,14753
Kerala,2019,2W,31124,6006
Kerala,2023,2W,57447,3737
Uttar Pradesh,2021,3W,22662,7592
Bihar,2021,3W,30127,1635
Uttar Pradesh,2024,2W,78845,16094
Karnataka,2016,3W,87373,16272
Jharkhand,2017,4W,51863,13084
Punjab,2020,2W,84465,2575
Jharkhand,2022,3W,126775,17948
Rajasthan,2024,3W,107192,3256
Maharashtra,2021,2W,43081,5110
Kerala,2020,4W,58057,16101
Madhya Pradesh,2017,2W,30130,5803
Maharashtra,2016,3W,48437,11039
Gujarat,2020,3W,85116,10316
Uttar Pradesh,2024,4W,145592,25021
Uttar Pradesh,2017,4W,111823,4885
Kerala,2021,3W,75231,13950
Uttar Pradesh,2021,3W,83142,11824
Madhya Pradesh,2021,2W,54143,0
Assam,2021,3W,61994,5273
Madhya Pradesh,2016,2W,71390,18764
Delhi,2022,2W,145628,33535
Rajasthan,2023,3W,109657,26342
Jharkhand,2018,3W,101020,23888
Tamil Nadu,2018,4W,71399,10364
Madhya Pradesh,2018,2W,89262,31940
Bihar,2022,2W,102884,34895
Karnataka,2023,3W,40610,8322
Rajasthan,2019,4W,91523,21115
Haryana,2016,2W,38379,0
Chhattisgarh,2022,2W,15890,2207
Kerala,2017,4W,150019,30113
Karnataka,2024,4W,43367,9236
Odisha,2021,2W,70687,13874
Bihar,2016,4W,66217,3298
Uttar Pradesh,2018,3W,63864,16022
Kerala,2016,3W,88998,26866
Haryana,2019,3W,47816,13622
Tamil Nadu,2024,3W,81897,16358
Chhattisgarh,2023,3W,117595,19726
Assam,2018,3W,87957,21566
Tamil Nadu,2016,4W,99861,26261
Punjab,2020,4W,119281,28030
Odisha,2021,3W,67464,28822
Gujarat,2020,3W,79853,17613
Chhattisgarh,2016,2W,58483,0
Madhya Pradesh,2023,4W,57620,10933
Tamil Nadu,2018,4W,96929,18048
Haryana,2024,4W,104874,29637
Odisha,2021,4W,110702,20375
Madhya Pradesh,2023,3W,83602,13568
Telangana,2017,2W,54924,17931
Uttar Pradesh,2019,4W,43912,7760
Delhi,2019,3W,87981,0
Delhi,2019,4W,103494,15420
Telangana,2023,2W,87935,13274
Assam,2023,2W,35193,7170
Assam,2017,4W,84397,23956
Chhattisgarh,2017,3W,95490,1515
Tamil Nadu,2023,2W,114294,30152
Chhattisgarh,2024,4W,104251,24269
Delhi,2024,2W,60126,14283
Bihar,2022,4W,70360,33240
Uttar Pradesh,2019,4W,74183,5442
Jharkhand,2017,2W,71083,23337
Haryana,2016,3W,64189,0
Madhya Pradesh,2016,3W,125365,27213
Karnataka,2016,4W,66419,16990
Rajasthan,2023,3W,53615,3593
Delhi,2018,3W,109873,14587
Tamil Nadu,2019,4W,97234,18042
Delhi,2021,2W,106309,20750
Haryana,2021,4W,19828,5005
Maharashtra,2020,2W,67061,18280
Madhya Pradesh,2021,4W,84676,27662
Chhattisgarh,2021,4W,71853,0
Jharkhand,2016,4W,71662,16890
Haryana,2017,3W,71006,9759
Assam,2021,4W,125484,21206
Delhi,2016,4W,112856,22459
Madhya Pradesh,2020,3W,37856,3408
Rajasthan,2023,2W,71819,15431
Bihar,2017,2W,56893,2426
Jharkhand,2017,2W,50762,6690
Telangana,2018,2W,54657,6866
Assam,2020,4W,137062,29045
West Bengal,2018,4W,56646,10357
Telangana,2024,4W,128499,31943
Telangana,2023,2W,78097,3764
Maharashtra,2021,2W,30141,4508
Jharkhand,2024,3W,77912,1652
Karnataka,2016,2W,40953,7347
Uttar Pradesh,2022,3W,14533,161
Uttar Pradesh,2023,3W,79493,19047
Madhya Pradesh,2024,2W,90619,25677
Haryana,2021,4W,128390,35090
Rajasthan,2020,2W,73104,29002
Karnataka,2019,2W,131652,36577
Haryana,2023,3W,56810,12735
Bihar,2022,3W,18395,2775
Punjab,2016,3W,6562,933
Jharkhand,2021,2W,112080,20877
Maharashtra,2019,3W,129837,23956
Karnataka,2018,4W,84452,13048
Gujarat,2020,3W,97421,17685
Telangana,2017,4W,117564,40727
Telangana,2021,4W,92751,6748
Chhattisgarh,2018,4W,98388,31583
Karnataka,2024,2W,101181,21732
Rajasthan,2022,4W,109920,34903
Delhi,2021,3W,3321,1121
Madhya Pradesh,2018,4W,104961,24557
Tamil Nadu,2020,3W,65058,13561
Haryana,2024,4W,99990,3730
Madhya Pradesh,2021,4W,104228,20118
West Bengal,2021,2W,125826,31918
Punjab,2021,3W,76515,14648
Chhattisgarh,2021,2W,101065,20290
Madhya Pradesh,2021,2W,98239,11268
Gujarat,2019,2W,44320,5707
Bihar,2022,3W,38914,4213
West Bengal,2020,2W,92448,2101
Tamil Nadu,2018,3W,44892,11652
Kerala,2020,4W,65903,12191
Assam,2021,2W,44703,3644
Rajasthan,2017,4W,72699,25387
Uttar Pradesh,2020,4W,95119,1763
Haryana,2023,3W,95244,26501
Odisha,2017,3W,102549,6520
Punjab,2018,3W,79818,31797
Telangana,2024,2W,53787,11800
Uttar Pradesh,2020,2W,59276,3491
Maharashtra,2019,2W,68854,19904
West Bengal,2023,2W,116598,11416
Kerala,2024,4W,67618,6570
Delhi,2019,2W,19495,4809
Karnataka,2018,4W,128576,43228
Karnataka,2017,2W,67875,21654
Punjab,2018,2W,114641,17497
Rajasthan,2020,4W,81778,12236
Maharashtra,2021,2W,89145,32813
Rajasthan,2021,3W,54243,3653
Maharashtra,2023,3W,108240,20871
Punjab,2018,2W,25351,2174
Odisha,2016,2W,57304,7234
Punjab,2023,4W,91813,26324
West Bengal,2020,3W,77344,15642
Maharashtra,2016,3W,59884,17338
Punjab,2016,3W,122557,19753
Punjab,2018,2W,60052,23710
Maharashtra,2018,2W,110131,10841
Gujarat,2024,2W,31573,5001
Haryana,2021,3W,118315,15787
Haryana,2024,4W,75010,10404
Assam,2018,4W,101936,33392
Punjab,2019,4W,44646,7111
Telangana,2023,2W,76450,9624
Kerala,2024,4W,46576,12592
Bihar,2024,3W,87165,22693
Haryana,2024,4W,127982,19439
Telangana,2018,3W,98785,14635
Maharashtra,2024,3W,79897,17726
Delhi,2021,2W,77680,2914
Madhya Pradesh,2022,2W,127852,26054
Maharashtra,2018,2W,48229,0
Karnataka,2024,4W,81899,20816
Rajasthan,2024,2W,112953,33962
Telangana,2021,4W,71211,18044
Gujarat,2018,4W,36341,7412
Uttar Pradesh,2024,2W,110169,14074
Haryana,2019,3W,77828,15527
Jharkhand,2019,4W,86814,29344
Haryana,2022,3W,50231,16225
Rajasthan,2021,2W,45181,5515
Delhi,2016,2W,59363,10698
West Bengal,2021,2W,67797,16085
Madhya Pradesh,2022,3W,83033,33989
West Bengal,2019,2W,94277,15427
Telangana,2016,3W,93922,23368
Odisha,2019,2W,76966,5964
Haryana,2019,3W,58492,12094
Odisha,2020,3W,107731,25553
Jharkhand,2019,4W,80089,19658
Uttar Pradesh,2023,3W,67911,14599
Gujarat,2020,3W,125373,37704
Tamil Nadu,2021,2W,123396,18739
Jharkhand,2019,2W,88800,7802
Punjab,2023,2W,110240,16128
Karnataka,2019,4W,43037,5979
Haryana,2016,3W,90222,0
Uttar Pradesh,2022,2W,40086,11522
Kerala,2016,2W,85474,15733
Gujarat,2016,2W,34276,11898
Kerala,2018,4W,113400,29351
Haryana,2017,2W,49176,12115
Bihar,2022,2W,116878,18206
Odisha,2021,4W,75071,10593
West Bengal,2021,2W,100521,16565
Madhya Pradesh,2019,4W,72998,3136
Maharashtra,2016,2W,32629,9205
Chhattisgarh,2019,4W,129736,35647
Odisha,2017,4W,125036,16784
Maharashtra,2016,3W,80972,18255
Tamil Nadu,2017,2W,77473,27511
Jharkhand,2018,4W,42596,5566
Odisha,2016,2W,71911,8427
Madhya Pradesh,2024,2W,107698,0
Assam,2024,2W,116493,32432
Chhattisgarh,2021,3W,91896,30112
Tamil Nadu,2021,2W,152878,31558
Madhya Pradesh,2017,3W,104378,23759
Uttar Pradesh,2016,3W,98201,13558
Telangana,2017,2W,61020,15237
Rajasthan,2024,2W,67030,18912
Odisha,2024,3W,106638,15426
Telangana,2016,3W,93722,18491
Karnataka,2023,4W,78738,23850
Kerala,2024,3W,84127,17929
Odisha,2020,3W,24793,6188
Odisha,2021,4W,39837,6029
Odisha,2022,2W,131248,48351
West Bengal,2022,3W,71331,4603
Gujarat,2016,2W,95023,14292
Chhattisgarh,2020,4W,93232,5200
West Bengal,2019,2W,116632,40241
Delhi,2017,4W,39736,4502
Karnataka,2016,3W,62260,16415
Assam,2021,4W,24173,5105
Bihar,2024,4W,76289,8497
Punjab,2023,4W,104245,0
Maharashtra,2023,4W,42134,4734
Jharkhand,2024,3W,104459,16285
Assam,2022,2W,58345,13928
West Bengal,2021,4W,68831,8703
Tamil Nadu,2022,4W,74210,16687
Telangana,2021,2W,164115,13530
Assam,2019,4W,91692,16126
Telangana,2020,3W,75659,25981
Haryana,2024,4W,106732,27641
Jharkhand,2019,2W,70039,7530
Tamil Nadu,2024,3W,92498,15150
Chhattisgarh,2019,4W,66540,17269
Uttar Pradesh,2021,2W,47649,5722
Uttar Pradesh,2018,4W,107444,19842
Bihar,2018,4W,103882,11203
Karnataka,2021,3W,105033,12847
Haryana,2022,2W,124623,33958
Odisha,2018,4W,97972,33997
Telangana,2022,2W,94595,12367
Haryana,2021,4W,130721,29886
Chhattisgarh,2024,3W,120771,25296
Bihar,2017,3W,119143,12868
West Bengal,2020,3W,46475,2525
Delhi,2023,4W,107198,0
Jharkhand,2018,4W,31053,1654
Gujarat,2016,4W,91470,21841
Gujarat,2021,3W,60131,16470
Chhattisgarh,2019,4W,94174,29787
Haryana,2024,3W,112931,14305
West Bengal,2020,2W,90662,16249
Assam,2019,2W,98563,21301
Telangana,2016,4W,85526,22836
Uttar Pradesh,2020,4W,86652,23338
Assam,2020,3W,85895,15500
Telangana,2019,3W,112489,32779
Bihar,2017,4W,122027,31632
Jharkhand,2017,2W,78568,16921
Gujarat,2022,3W,89639,1879
Haryana,2016,4W,51301,17884
Bihar,2022,3W,83148,0
Karnataka,2020,3W,81361,17281
Odisha,2020,3W,48123,20375
Madhya Pradesh,2022,4W,118584,32879
Gujarat,2019,4W,79211,19349
Haryana,2017,4W,110088,26824
Rajasthan,2021,2W,64796,13930
Tamil Nadu,2023,3W,88750,19969
West Bengal,2024,3W,53588,11891
Jharkhand,2016,2W,84743,18554
Bihar,2023,4W,90616,4685
Odisha,2022,3W,110122,29685
Uttar Pradesh,2017,3W,44287,8202
West Bengal,2023,2W,58901,8788
Chhattisgarh,2016,4W,114256,28214
Madhya Pradesh,2019,3W,143410,29084
Assam,2016,4W,50557,10344
Kerala,2024,3W,10847,4016
West Bengal,2023,2W,91525,21657
Tamil Nadu,2019,2W,88089,9392
Maharashtra,2017,3W,79810,9005
Tamil Nadu,2019,4W,67938,15171
Bihar,2016,4W,46955,16579
Rajasthan,2021,3W,50863,13815
Karnataka,2024,4W,63446,4073
Odisha,2018,3W,93788,19108
Karnataka,2018,3W,75280,13586
Punjab,2019,4W,63159,14394
Maharashtra,2018,4W,67176,12556
Telangana,2024,3W,114534,6015
Tamil Nadu,2021,3W,64149,7466
Telangana,2020,4W,57217,2802
West Bengal,2024,3W,72659,14360
Karnataka,2020,3W,77316,1797
Madhya Pradesh,2022,3W,100842,25397
Assam,2020,3W,82621,6784
Rajasthan,2018,2W,54866,20565
Rajasthan,2024,4W,131689,30054
Haryana,2023,4W,53060,16246
Jharkhand,2018,3W,85492,29675
Punjab,2019,3W,63078,14326
Assam,2016,4W,73892,18857
Punjab,2016,4W,61225,16630
Tamil Nadu,2022,4W,68631,6306
Punjab,2016,3W,97055,19766
Madhya Pradesh,2023,3W,17061,3005
Rajasthan,2019,4W,83129,16520
Bihar,2022,4W,141114,16403
Bihar,2019,2W,79565,893
Karnataka,2018,3W,36574,4505
Delhi,2016,2W,76121,12211
Tamil Nadu,2023,2W,98993,25029
Maharashtra,2024,4W,110136,18029
Uttar Pradesh,2023,2W,94684,10279
Kerala,2019,4W,90776,20689
Uttar Pradesh,2018,4W,64998,0
Rajasthan,2024,2W,60483,26399
Bihar,2017,2W,77045,8959
Tamil Nadu,2016,3W,83141,24190
Madhya Pradesh,2020,4W,89934,14324
Bihar,2022,2W,41565,6242
Karnataka,2018,2W,44179,9497
Uttar Pradesh,2023,3W,125015,35609
Madhya Pradesh,2021,4W,62171,5064
Assam,2018,3W,38221,8552
Telangana,2021,4W,96903,25032
Rajasthan,2018,4W,89988,5281
Madhya Pradesh,2022,2W,22264,6467
Punjab,2022,2W,54645,20134
Kerala,2019,4W,16502,1131
Assam,2017,2W,51616,10586
Bihar,2018,4W,99488,12279
Uttar Pradesh,2022,3W,97413,4723
West Bengal,2017,2W,64518,3693
Haryana,2017,4W,62795,7168
Rajasthan,2024,4W,88542,46181
Tamil Nadu,2020,3W,38347,6049
Haryana,2016,3W,99872,18472
Tamil Nadu,2019,3W,121867,9224
Telangana,2020,4W,102592,10220
Assam,2017,2W,103885,20205
Gujarat,2023,3W,86764,10343
Madhya Pradesh,2020,2W,23957,1618
Delhi,2016,3W,100568,15242
Rajasthan,2018,4W,101436,4627
Kerala,2016,2W,98545,27445
Punjab,2021,3W,13141,2759
Jharkhand,2019,3W,137512,14104
Haryana,2018,2W,109333,19917
Kerala,2017,4W,105062,14677
Assam,2023,2W,56262,7630
Assam,2017,2W,68612,8206
West Bengal,2023,2W,53182,15354
Karnataka,2016,4W,62139,3603
Delhi,2022,4W,51486,11703
Gujarat,2022,4W,12768,2916
Haryana,2017,3W,100997,30929
Uttar Pradesh,2021,2W,66397,6424
Tamil Nadu,2021,2W,84864,16370
Jharkhand,2020,2W,119032,21950
Telangana,2017,2W,66942,3074
Madhya Pradesh,2017,2W,73464,13709
Jharkhand,2020,4W,115137,21854
Assam,2017,3W,120222,36460
Bihar,2019,2W,56833,3723
Assam,2016,4W,60801,9487
Telangana,2021,2W,55623,13875
Kerala,2022,4W,100099,30062
Rajasthan,2018,2W,88254,12004
Assam,2024,2W,92156,8183
Delhi,2016,2W,84370,8751
Karnataka,2023,4W,114609,0
Rajasthan,2019,2W,105352,28252
Uttar Pradesh,2018,3W,78728,16821
Maharashtra,2022,3W,86118,26642
Chhattisgarh,2017,3W,129611,23464
Delhi,2017,4W,129012,14925
Rajasthan,2019,2W,92465,20689
Chhattisgarh,2016,2W,42174,8972
Tamil Nadu,2021,2W,59993,15565
Karnataka,2019,4W,53354,140
Uttar Pradesh,2020,3W,40995,7467
Tamil Nadu,2023,4W,89328,19118
Uttar Pradesh,2016,3W,57124,14783
Odisha,2022,2W,63527,10031
Tamil Nadu,2019,2W,109400,17929
Chhattisgarh,2018,2W,23639,5939
Haryana,2018,2W,79993,11305
Rajasthan,2019,4W,118621,13885
Punjab,2017,2W,99536,19251
Jharkhand,2016,3W,157878,0
Chhattisgarh,2021,2W,85831,18410
Tamil Nadu,2019,4W,112905,15552
Karnataka,2021,3W,60915,19420
Tamil Nadu,2021,4W,67174,13954
Uttar Pradesh,2023,4W,78391,17093
Jharkhand,2018,3W,39537,4965
Kerala,2016,4W,78270,14911
Bihar,2018,3W,112811,26016
West Bengal,2024,3W,97176,16919
Assam,2017,2W,117632,14004
Telangana,2019,2W,77041,2390
Rajasthan,2023,4W,48447,12817
Madhya Pradesh,2023,4W,78460,0
Karnataka,2022,4W,78571,12252
West Bengal,2021,3W,45831,9754
West Bengal,2017,2W,71745,12937
Punjab,2022,3W,108080,12729
Maharashtra,2020,3W,112084,17087
Maharashtra,2017,3W,72082,22203
Odisha,2022,4W,91140,12644
Kerala,2023,2W,76221,15297
Punjab,2024,2W,36216,8900
Tamil Nadu,2021,3W,79638,3980
Bihar,2016,3W,51486,13671
Punjab,2017,3W,41859,16475
Uttar Pradesh,2023,3W,47727,9525
Assam,2019,2W,3165,543
Rajasthan,2016,3W,63954,14503
Uttar Pradesh,2022,3W,85302,12358
Punjab,2018,3W,143876,36685
Uttar Pradesh,2019,3W,57400,12199
West Bengal,2020,3W,7234,860
Punjab,2024,4W,116405,14129
Rajasthan,2018,3W,83363,5118
Chhattisgarh,2016,2W,102499,19280
Uttar Pradesh,2017,2W,78860,21260
Bihar,2020,4W,127911,32712
Haryana,2017,4W,26823,5777
Chhattisgarh,2022,2W,86576,5278
Telangana,2022,2W,30177,4053
Chhattisgarh,2021,3W,69506,11685
Telangana,2020,3W,56413,10730
Kerala,2022,4W,87160,12679
Karnataka,2023,3W,89809,10377
Haryana,2016,2W,31093,5390
Delhi,2024,3W,104605,46416
Bihar,2020,4W,14412,1778
Gujarat,2023,2W,51905,10423
Punjab,2023,2W,51874,9675
Maharashtra,2020,2W,107854,10691
Rajasthan,2024,2W,76040,25535
West Bengal,2018,4W,104819,1304
Telangana,2019,3W,140513,14945
Assam,2016,3W,87469,11657
Assam,2022,4W,64760,6826
Tamil Nadu,2022,3W,97049,9452
Haryana,2020,3W,40697,4803
Uttar Pradesh,2023,2W,78473,0
Assam,2021,2W,102304,10572
Rajasthan,2024,2W,100228,31406
Uttar Pradesh,2020,4W,87997,20126
Chhattisgarh,2018,4W,65077,7047
Kerala,2016,4W,21755,3395
Kerala,2022,3W,62241,0
Uttar Pradesh,2020,3W,86816,28407
Jharkhand,2019,4W,90714,26459
Punjab,2023,3W,70594,5220
Delhi,2020,3W,80608,11364
West Bengal,2021,3W,44626,12440
Jharkhand,2020,2W,83767,9224
Rajasthan,2023,4W,84585,13609
Odisha,2018,3W,97268,32620
Karnataka,2018,3W,60218,3409
Assam,2023,4W,120144,49919
Assam,2022,2W,60556,5151
Telangana,2022,3W,42886,7524
West Bengal,2024,3W,82105,12335
Delhi,2020,3W,104025,9855
Maharashtra,2016,4W,61118,3125
Kerala,2021,4W,120529,34236
Haryana,2020,2W,118172,10933
Tamil Nadu,2024,2W,119145,24536
Odisha,2017,3W,100619,23646
Uttar Pradesh,2018,4W,69557,11157
Delhi,2022,3W,33090,4057
Punjab,2022,3W,72425,4495
Jharkhand,2021,3W,82200,25082
Uttar Pradesh,2018,4W,64511,5245
Chhattisgarh,2022,4W,53760,10563
Kerala,2018,2W,131608,25561
Punjab,2017,3W,81004,4371
Tamil Nadu,2024,2W,89309,21470
Madhya Pradesh,2022,3W,67241,11784
Rajasthan,2020,4W,59609,14979
Gujarat,2018,2W,119360,25743
Madhya Pradesh,2024,2W,94599,17334
Kerala,2016,4W,60198,6077
West Bengal,2020,2W,67304,12758
West Bengal,2020,4W,79226,22107
Tamil Nadu,2024,3W,101562,33138
Rajasthan,2019,3W,102652,15801
Delhi,2021,4W,82358,1356
Tamil Nadu,2021,2W,129371,15559
